"Magnitude","Location","Latitude","Longitude","Depth..km.","EventId","Event.URL","Date","Time","Day","Country"
1.2,"0km NNW of Quarry near Atascadero",35.435,-120.5738,0,"nc71852330","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852330","2012-10-04","18:59","Thurs","CA"
3,"81km NNW of Road Town",19.1231,-64.8445,66,"pr12278006","http://earthquake.usgs.gov/earthquakes/eventpage/pr12278006","2012-10-04","18:38","Thurs","British Virgin Islands"
3,"132km NNW of Road Town",19.572,-64.943,25,"pr12278005","http://earthquake.usgs.gov/earthquakes/eventpage/pr12278005","2012-10-04","18:36","Thurs","British Virgin Islands"
0.4,"7km WSW of Cobb",38.8063,-122.8113,2.6,"nc71852315","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852315","2012-10-04","18:28","Thurs","California"
2.5,"5km N of Huntingdon",45.1347,-74.1615,15.2,"ld60036401","http://earthquake.usgs.gov/earthquakes/eventpage/ld60036401","2012-10-04","18:27","Thurs","Canada"
1.7,"13km ENE of Coachella",33.7343,-116.0475,4,"ci15224809","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224809","2012-10-04","18:15","Thurs","California"
1.3,"23km ENE of Soledad",36.4992,-121.0853,3.5,"nc71852300","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852300","2012-10-04","18:4","Thurs","California"
0.9,"6km WSW of Mammoth Lakes",37.6357,-119.0413,3.2,"nc71852295","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852295","2012-10-04","17:49","Thurs","California"
1.8,"22km N of Anchor Point",59.9783,-151.8325,28.6,"ak10570575","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570575","2012-10-04","17:31","Thurs","Alaska"
2.4,"70km SE of Punta Cana",18.0566,-68.0223,103,"pr12278004","http://earthquake.usgs.gov/earthquakes/eventpage/pr12278004","2012-10-04","17:28","Thurs","Dominican Republic"
0.6,"9km S of Idyllwild",33.6533,-116.7185,16.9,"ci15224785","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224785","2012-10-04","17:13","Thurs","California"
2.8,"96km NNW of Road Town",19.2574,-64.8531,11,"pr12278003","http://earthquake.usgs.gov/earthquakes/eventpage/pr12278003","2012-10-04","17:13","Thurs","British Virgin Islands"
0.9,"5km SSE of Idyllwild-Pine Cove",33.6963,-116.7003,20,"ci15224777","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224777","2012-10-04","17:8","Thurs","California"
1.6,"64km WNW of Valdez",61.3862,-147.4296,33.9,"ak10570549","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570549","2012-10-04","17:6","Thurs","Alaska"
1.2,"14km W of Coalville",40.9253,-111.5747,10.6,"uu60000392","http://earthquake.usgs.gov/earthquakes/eventpage/uu60000392","2012-10-04","16:57","Thurs","Utah"
1.3,"139km W of Cantwell",63.4578,-151.7492,15.2,"ak10570531","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570531","2012-10-04","16:35","Thurs","Alaska"
3.9,"79km WSW of Haines",58.9798,-136.749,3.9,"usc000d1fw","http://earthquake.usgs.gov/earthquakes/eventpage/usc000d1fw","2012-10-04","16:25","Thurs","Alaska"
1.2,"28km N of Kernville",36.0087,-118.3992,5.1,"ci15224761","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224761","2012-10-04","16:15","Thurs","California"
1.4,"36km E of Pine Valley",32.803,-116.1403,10.3,"ci15224753","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224753","2012-10-04","16:9","Thurs","California"
2.8,"187km NNE of Cape Yakataga",61.5505,-140.5337,0.1,"ak10570504","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570504","2012-10-04","16:4","Thurs","Alaska"
1.4,"6km WSW of Cobb",38.8095,-122.793,3.4,"nc71852235","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852235","2012-10-04","16:2","Thurs","California"
1.8,"12km SSW of Eielson Air Force Base",64.5545,-147.1472,0,"ak10570500","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570500","2012-10-04","15:58","Thurs","Alaska"
1.2,"61km W of Beatty",36.894,-117.4043,6.8,"ci15224745","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224745","2012-10-04","15:48","Thurs","Nevada"
4.8,"77km WSW of Merizo Village",13.0904,143.9769,156.12,"usc000d1fa","http://earthquake.usgs.gov/earthquakes/eventpage/usc000d1fa","2012-10-04","15:37","Thurs","Guam"
2.2,"73km WSW of La Jolla",32.6158,-118.0058,10,"ci15224737","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224737","2012-10-04","15:35","Thurs","California"
0.5,"6km SW of Cobb",38.7865,-122.7825,3.6,"nc71852220","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852220","2012-10-04","15:28","Thurs","California"
1.9,"15km SE of Volcano",19.3325,-155.1283,7.5,"hv60408271","http://earthquake.usgs.gov/earthquakes/eventpage/hv60408271","2012-10-04","15:26","Thurs","Hawaii"
0.7,"16km ESE of Julian",33.0347,-116.434,5,"ci15224729","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224729","2012-10-04","15:17","Thurs","California"
0.5,"6km WSW of Cobb",38.808,-122.7925,3.1,"nc71852215","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852215","2012-10-04","15:15","Thurs","California"
2.2,"6km WSW of Cobb",38.8095,-122.7912,3.6,"nc71852205","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852205","2012-10-04","15:14","Thurs","California"
1.9,"6km WSW of Cobb",38.8093,-122.7913,3.2,"nc71852200","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852200","2012-10-04","15:8","Thurs","California"
2,"49km ESE of Cape Yakataga",59.9297,-141.5918,3.2,"ak10570484","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570484","2012-10-04","14:53","Thurs","Alaska"
4.9,"19km ENE of General Luna",9.8615,126.3144,19.5,"usc000d1cl","http://earthquake.usgs.gov/earthquakes/eventpage/usc000d1cl","2012-10-04","14:45","Thurs","Philippines"
1.1,"24km NE of Greenfield",36.4625,-121.0377,5.5,"nc71852195","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852195","2012-10-04","14:25","Thurs","California"
1.2,"36km E of Pine Valley",32.8093,-116.1407,5.1,"ci15224713","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224713","2012-10-04","14:20","Thurs","California"
0.8,"37km NNE of Amboy",46.1972,-122.1828,7.5,"uw60472331","http://earthquake.usgs.gov/earthquakes/eventpage/uw60472331","2012-10-04","14:18","Thurs","Washington"
0.7,"19km SE of Mammoth Lakes",37.5138,-118.828,4.9,"nc71852185","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852185","2012-10-04","14:9","Thurs","California"
0.7,"32km NW of Searles Valley",35.9623,-117.6677,3.3,"ci15224697","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224697","2012-10-04","13:27","Thurs","California"
2.9,"3km NE of Heber",32.7502,-115.4987,14.6,"ci15224689","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224689","2012-10-04","13:12","Thurs","California"
2.4,"83km WSW of Cantwell",63.1669,-150.5402,117.3,"ak10570470","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570470","2012-10-04","13:1","Thurs","Alaska"
3,"110km NNW of Road Town",19.3761,-64.9134,17,"pr12278002","http://earthquake.usgs.gov/earthquakes/eventpage/pr12278002","2012-10-04","12:57","Thurs","British Virgin Islands"
0.7,"19km E of Anza",33.528,-116.4652,8.3,"ci15224681","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224681","2012-10-04","12:57","Thurs","California"
0.6,"19km E of Anza",33.527,-116.4647,8.6,"ci15224673","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224673","2012-10-04","12:49","Thurs","California"
0.9,"3km SW of Cobb",38.7965,-122.7522,0.1,"nc71852170","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852170","2012-10-04","12:39","Thurs","California"
2.2,"42km WSW of Big Lake",61.3422,-150.6606,51.1,"ak10570466","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570466","2012-10-04","12:29","Thurs","Alaska"
1.2,"26km ESE of Woodland Hills",39.9265,-111.356,3.6,"uu60000387","http://earthquake.usgs.gov/earthquakes/eventpage/uu60000387","2012-10-04","12:24","Thurs","Utah"
1.7,"41km NE of Whittier",61.0698,-148.2283,7.3,"ak10570462","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570462","2012-10-04","12:6","Thurs","Alaska"
1.3,"5km S of Redlands",34.0088,-117.1728,10.7,"ci15224665","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224665","2012-10-04","12:2","Thurs","California"
1.3,"57km SE of Old Faithful Geyser",44.0435,-110.3968,8.8,"uu60000382","http://earthquake.usgs.gov/earthquakes/eventpage/uu60000382","2012-10-04","12:1","Thurs","Wyoming"
0.7,"5km S of Cobb",38.773,-122.7128,4,"nc71852160","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852160","2012-10-04","11:58","Thurs","California"
0.7,"7km W of Mammoth Lakes",37.6352,-119.0588,3.1,"nc71852155","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852155","2012-10-04","11:48","Thurs","California"
0.6,"3km SSW of Idyllwild",33.7073,-116.7302,18.7,"ci15224657","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224657","2012-10-04","11:34","Thurs","California"
1.6,"4km SSE of Redlands",34.0118,-117.171,11.9,"ci15224649","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224649","2012-10-04","11:25","Thurs","California"
1.7,"15km S of Fern Acres",19.3773,-155.0658,6,"hv60408231","http://earthquake.usgs.gov/earthquakes/eventpage/hv60408231","2012-10-04","11:12","Thurs","Hawaii"
0.3,"40km NW of Searles Valley",36.0453,-117.6923,4.1,"ci15224641","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224641","2012-10-04","11:9","Thurs","California"
1.8,"48km WNW of Talkeetna",62.5377,-150.9331,104,"ak10570451","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570451","2012-10-04","11:7","Thurs","Alaska"
1.2,"16km NNW of Sutton-Alpine",61.9397,-148.9204,14.2,"ak10570447","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570447","2012-10-04","10:54","Thurs","Alaska"
1.9,"6km W of Cobb",38.8187,-122.7933,4,"nc71852150","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852150","2012-10-04","10:54","Thurs","California"
1.3,"23km NE of Greenfield",36.4665,-121.0488,5.4,"nc71852145","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852145","2012-10-04","10:48","Thurs","California"
0.49,"46km SE of Beatty",36.6465,-116.3515,2.82,"nn00390210","http://earthquake.usgs.gov/earthquakes/eventpage/nn00390210","2012-10-04","10:39","Thurs","Nevada"
1.8,"9km NNE of Pahala",19.2855,-155.461,9.9,"hv60408221","http://earthquake.usgs.gov/earthquakes/eventpage/hv60408221","2012-10-04","10:36","Thurs","Hawaii"
1.2,"7km SW of Wrightwood",34.314,-117.6942,8.8,"ci15224633","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224633","2012-10-04","10:26","Thurs","California"
2.1,"12km SW of Delta",32.289,-115.295,4.6,"ci15224625","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224625","2012-10-04","10:17","Thurs","Mexico"
1.3,"8km W of Cobb",38.8157,-122.8252,2.7,"nc71852140","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852140","2012-10-04","10:16","Thurs","California"
0.9,"9km W of Cobb",38.8193,-122.8317,3.7,"nc71852135","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852135","2012-10-04","10:12","Thurs","California"
1.7,"27km SW of Talkeetna",62.1412,-150.4508,12.4,"ak10570437","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570437","2012-10-04","10:10","Thurs","Alaska"
2.3,"38km NE of Amboy",46.1938,-122.1555,7.7,"uw60472301","http://earthquake.usgs.gov/earthquakes/eventpage/uw60472301","2012-10-04","10:10","Thurs","Washington"
1.4,"12km S of Seeley",32.6773,-115.7003,6.8,"ci15224617","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224617","2012-10-04","10:5","Thurs","California"
1.3,"36km E of Pine Valley",32.7995,-116.1385,9.7,"ci15224609","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224609","2012-10-04","10:2","Thurs","California"
0.89,"19km ENE of Spanish Springs",39.7005,-119.4923,1.01,"nn00390209","http://earthquake.usgs.gov/earthquakes/eventpage/nn00390209","2012-10-04","9:51","Thurs","Nevada"
1.7,"44km WSW of Big Lake",61.3737,-150.7254,62.9,"ak10570426","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570426","2012-10-04","9:33","Thurs","Alaska"
2.4,"159km SSE of Tok",62.0858,-141.4881,0,"ak10570423","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570423","2012-10-04","9:29","Thurs","Alaska"
1.81,"21km NW of Fernley",39.7205,-119.449,11.84,"nn00390208","http://earthquake.usgs.gov/earthquakes/eventpage/nn00390208","2012-10-04","9:8","Thurs","Nevada"
0.79,"19km ENE of Spanish Springs",39.7005,-119.4915,1.07,"nn00390207","http://earthquake.usgs.gov/earthquakes/eventpage/nn00390207","2012-10-04","8:55","Thurs","Nevada"
1.4,"11km NE of Healy",63.9358,-148.8149,0.1,"ak10570416","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570416","2012-10-04","8:49","Thurs","Alaska"
0.5,"14km WNW of West Bishop",37.4163,-118.5993,9.4,"nc71852115","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852115","2012-10-04","8:27","Thurs","California"
0.7,"8km SSW of Idyllwild-Pine Cove",33.6695,-116.7542,15.4,"ci15224601","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224601","2012-10-04","8:23","Thurs","California"
1.2,"8km SSW of Cabazon",33.8505,-116.8268,18.3,"ci15224593","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224593","2012-10-04","8:6","Thurs","California"
1.5,"9km NW of Redwood Valley",39.3338,-123.277,7.6,"nc71852105","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852105","2012-10-04","7:32","Thurs","California"
0.38,"62km E of Beatty",36.9903,-116.0593,7,"nn00390204","http://earthquake.usgs.gov/earthquakes/eventpage/nn00390204","2012-10-04","7:26","Thurs","Nevada"
0.9,"1km ENE of Pacifica",37.6203,-122.4667,6.3,"nc71852090","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852090","2012-10-04","7:3","Thurs","California"
1.5,"26km SW of Pine Mountain Club",34.712,-119.4005,0.2,"ci15224585","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224585","2012-10-04","7:3","Thurs","California"
1.9,"23km NE of King City",36.3718,-120.9477,7.4,"nc71852085","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852085","2012-10-04","6:56","Thurs","California"
3.4,"173km SW of Amatignak Island",50.2059,179.0746,30.3,"ak10570408","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570408","2012-10-04","6:44","Thurs","Alaska"
4.8,"88km ENE of Sukutukang",-8.1731,123.4493,15.26,"usc000d163","http://earthquake.usgs.gov/earthquakes/eventpage/usc000d163","2012-10-04","6:38","Thurs","Indonesia"
4.8,"62km WNW of San Antonio de los Cobres",-24.0611,-66.9133,172.96,"usc000d15v","http://earthquake.usgs.gov/earthquakes/eventpage/usc000d15v","2012-10-04","6:11","Thurs","Argentina"
0.9,"3km ESE of Chester",40.294,-121.1972,3.9,"nc71852325","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852325","2012-10-04","6:4","Thurs","California"
2.14,"21km NW of Fernley",39.7212,-119.4488,12.54,"nn00390202","http://earthquake.usgs.gov/earthquakes/eventpage/nn00390202","2012-10-04","5:54","Thurs","Nevada"
1.3,"7km WSW of Cobb",38.7977,-122.8075,3.6,"nc71852065","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852065","2012-10-04","5:38","Thurs","California"
2.12,"20km NW of Fernley",39.7153,-119.4513,9.8119,"nn00390201","http://earthquake.usgs.gov/earthquakes/eventpage/nn00390201","2012-10-04","5:29","Thurs","Nevada"
1.8,"67km ENE of Cantwell",63.559,-147.6497,0,"ak10570397","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570397","2012-10-04","5:28","Thurs","Alaska"
2.1,"33km W of Newport",44.6063,-124.4763,8.2,"uw60472291","http://earthquake.usgs.gov/earthquakes/eventpage/uw60472291","2012-10-04","5:7","Thurs","Oregon"
0.4,"6km SSW of Mammoth Lakes",37.5992,-119.0063,5,"nc71852055","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852055","2012-10-04","4:50","Thurs","California"
0.4,"7km W of Mammoth Lakes",37.6352,-119.0567,2.9,"nc71852050","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852050","2012-10-04","4:35","Thurs","California"
3.4,"139km NNE of Road Town",19.6378,-64.2733,67,"pr12278001","http://earthquake.usgs.gov/earthquakes/eventpage/pr12278001","2012-10-04","4:32","Thurs","British Virgin Islands"
-0.1,"38km NNE of Amboy",46.2005,-122.182,3,"uw60472286","http://earthquake.usgs.gov/earthquakes/eventpage/uw60472286","2012-10-04","4:30","Thurs","Washington"
1.5,"7km NE of Willits",39.4628,-123.3067,6.3,"nc71852045","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852045","2012-10-04","4:29","Thurs","California"
2.7,"62km WSW of Valdez",60.9099,-147.4195,16.5,"ak10570389","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570389","2012-10-04","4:27","Thurs","Alaska"
2,"71km SW of Valdez",60.6707,-147.2616,20.8,"ak10570385","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570385","2012-10-04","4:16","Thurs","Alaska"
4.8,"104km S of Port-Vila",-18.6698,168.1969,95.48,"usc000d14l","http://earthquake.usgs.gov/earthquakes/eventpage/usc000d14l","2012-10-04","4:4","Thurs","Vanuatu"
1.1,"120km W of Cantwell",63.5268,-151.3453,0.1,"ak10570379","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570379","2012-10-04","3:59","Thurs","Alaska"
1.3,"58km W of Beatty",36.8905,-117.4195,7.6,"ci15224577","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224577","2012-10-04","3:54","Thurs","Nevada"
0.2,"7km SSE of Idyllwild",33.6753,-116.6845,20.1,"ci15224569","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224569","2012-10-04","3:52","Thurs","California"
4.7,"242km S of Sidorukun",-10.7807,113.9806,8.23,"usc000d14d","http://earthquake.usgs.gov/earthquakes/eventpage/usc000d14d","2012-10-04","3:51","Thurs","Indonesia"
2.1,"2km ENE of Carnation",47.6543,-121.8782,17.5,"uw60472281","http://earthquake.usgs.gov/earthquakes/eventpage/uw60472281","2012-10-04","3:44","Thurs","Washington"
1.9,"43km SSE of Redoubt Volcano",60.1113,-152.5264,98.1,"ak10570365","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570365","2012-10-04","3:36","Thurs","Alaska"
3.4,"39km E of Redoubt Volcano",60.4264,-152.04,100.2,"ak10570357","http://earthquake.usgs.gov/earthquakes/eventpage/ak10570357","2012-10-04","3:32","Thurs","Alaska"
2.4,"31km E of Covelo",39.7527,-122.8853,0.2,"nc71852030","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852030","2012-10-04","3:28","Thurs","California"
3.4,"131km NNE of Road Town",19.5802,-64.345,60,"pr12278000","http://earthquake.usgs.gov/earthquakes/eventpage/pr12278000","2012-10-04","3:11","Thurs","British Virgin Islands"
1.3,"16km ESE of Julian",33.034,-116.4377,6.2,"ci15224561","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224561","2012-10-04","2:56","Thurs","California"
1.33,"59km W of Beatty",36.8708,-117.4258,9.52,"nn00390192","http://earthquake.usgs.gov/earthquakes/eventpage/nn00390192","2012-10-04","2:48","Thurs","Nevada"
2.1,"18km NE of Nice",39.2553,-122.7237,9.8,"nc71852020","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852020","2012-10-04","2:45","Thurs","California"
0.9,"29km SSE of Mammoth Lakes",37.426,-118.791,13.1,"nc71852015","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852015","2012-10-04","2:38","Thurs","California"
2,"16km NE of Nice",39.235,-122.7153,9.6,"nc71852005","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852005","2012-10-04","2:28","Thurs","California"
0.5,"4km WNW of Cobb",38.84,-122.7743,2.5,"nc71852000","http://earthquake.usgs.gov/earthquakes/eventpage/nc71852000","2012-10-04","2:24","Thurs","California"
0.9,"58km W of Beatty",36.8933,-117.4202,8.7,"ci15224545","http://earthquake.usgs.gov/earthquakes/eventpage/ci15224545","2012-10-04","2:7","Thurs","Nevada"
2,"14km WNW of West Bishop",37.4118,-118.6017,9.8,"nc71065594","http://earthquake.usgs.gov/earthquakes/eventpage/nc71065594","2012-10-04","2:0","Thurs","California"
2,"14km WNW of West Bishop",37.4128,-118.6012,11.2,"nc71851995","http://earthquake.usgs.gov/earthquakes/eventpage/nc71851995","2012-10-04","2:0","Thurs","California"
5,"16km SW of Tayaman",13.1307,120.4574,58.51,"usc000d134","http://earthquake.usgs.gov/earthquakes/eventpage/usc000d134","2012-10-04","1:55","Thurs","Philippines"
